timestamp,attitude_roll,attitude_pitch,attitude_yaw,gravity_x,gravity_y,gravity_z,quaternion_x,quaternion_y,quaternion_z,quaternion_w,rotation_rate_x,rotation_rate_y,rotation_rate_z,user_acceleration_x,user_acceleration_y,user_acceleration_z
07:43:06.033,-0.014925089151437093,-0.026330165954534895,0.016301450432275662,0.15821968019008636,-0.09324637800455093,-0.9829911589622498,-0.013103079325571403,-0.0075688779401914515,0.008247939152340402,0.999851552714962,-0.04278697445988655,0.01163044199347496,-0.01598125323653221,0.0012618303298950195,-0.0007634088397026062,0.00028967857360839844
07:43:06.053,-0.014691784895238022,-0.027255770249584463,0.015862699919263805,0.15849998593330383,-0.09226293861865997,-0.9830388426780701,-0.013568409678637105,-0.007452992778326168,0.008030417549091291,0.9998479967572668,-0.0518171563744545,0.016764100641012192,-0.02442588284611702,0.0011090487241744995,0.0003430023789405823,0.001259922981262207
07:43:06.073,-0.014375175888371224,-0.028368820549609725,0.015315123872516217,0.15887489914894104,-0.09107675403356552,-0.9830889105796814,-0.014128118156135802,-0.007295202044338292,0.007758462616032512,0.9998435789091891,-0.058999303728342056,0.014050547033548355,-0.028653424233198166,0.000437125563621521,0.00013535469770431519,0.000497281551361084
07:43:06.093,-0.01421873660522029,-0.02964145430402839,0.014625964644244389,0.15910892188549042,-0.08970938622951508,-0.9831767678260803,-0.01476742968090921,-0.007216713584478097,0.007417287643000287,0.9998374015221589,-0.07064326852560043,0.006522024981677532,-0.03541942685842514,0.0003100484609603882,-0.0007807910442352295,-0.0006295442581176758
07:43:06.113,-0.014300367556786951,-0.03121615595886701,0.013863183414140766,0.15911725163459778,-0.0880328044295311,-0.9833269715309143,-0.015557114493276474,-0.007257260713563897,0.0070421069405989314,0.9998278810551432,-0.0889829769730568,-0.008960469625890255,-0.039585620164871216,0.0008820891380310059,-0.0013744086027145386,-0.0015810132026672363
07:43:06.133,-0.014628332570028393,-0.033196190224290205,0.01297912289532712,0.15889707207679749,-0.0859372690320015,-0.9835479259490967,-0.01654908069050194,-0.007420645166786877,0.006609840268724437,0.9998136953551525,-0.11097113788127899,-0.020870592445135117,-0.042906731367111206,0.0008189231157302856,-0.0025857165455818176,-0.001862943172454834
07:43:06.153,-0.01516042162472169,-0.03563144082969191,0.011995361055551554,0.15848709642887115,-0.08337733894586563,-0.9838343858718872,-0.01776848971146698,-0.007685642477943046,0.006131556432801566,0.9997938027859394,-0.13465115427970886,-0.03145324066281319,-0.04754279553890228,0.0022546499967575073,-0.004340149462223053,0.0004029273986816406
07:43:06.173,-0.015878963707560156,-0.038542038078890006,0.010919326712639251,0.15790362656116486,-0.08033427596092224,-0.98418128490448,-0.019225592841089295,-0.00804300855698311,0.005611438766060777,0.9997671102177995,-0.16077075898647308,-0.03946506232023239,-0.05168306455016136,0.0032569468021392822,-0.007968246936798096,0.001801908016204834
07:43:06.193,-0.016785876257900262,-0.04204856864305132,0.0097547208817332,0.15714390575885773,-0.07668998092412949,-0.9845935106277466,-0.020980818711522922,-0.00849341613843498,0.005052529645129888,0.9997310627972703,-0.19116824865341187,-0.04756747558712959,-0.05506341904401779,0.0047666579484939575,-0.012111112475395203,0.0035881996154785156
07:43:06.213,-0.017940036070651068,-0.04622292683170079,0.008497286636366242,0.15615010261535645,-0.07237265259027481,-0.9850783348083496,-0.023070167612205133,-0.009065600491148207,0.0044546120526355315,0.9996828421614781,-0.2334458827972412,-0.05910497158765793,-0.05809810757637024,0.006383791565895081,-0.01780744642019272,0.006031990051269531
